TRANSACTION_ID,TRANSACTION_REF,ACCOUNT_ID,TRANSACTION_DATE,VALUE_DATE,TRANSACTION_TYPE,CHANNEL,AMOUNT,CURRENCY,BALANCE_AFTER,DESCRIPTION,COUNTERPARTY_NAME,MERCHANT_ID,STATUS,POSTED_BY
194,TX20260513000194,ACC000199,2026-05-13,2026-05-13,INTEREST,ONLINE,460.0,JPY,4601460.0,利息,,,POSTED,
195,TX20260509000195,ACC000200,2026-05-09,2026-05-09,CARD_PAYMENT,ONLINE,668000,JPY,10661000,カード決済,,MER0014,POSTED,
196,TX20260831000196,ACC000001,2026-08-31,2026-08-31,INTEREST,MOBILE,6601.0,JPY,66018601.0,利息,,,POSTED,
197,TX20260602000197,ACC000002,2026-06-02,2026-06-02,TRANSFER_IN,BRANCH,869000,JPY,12831000,振込入金,前田 さくら,,POSTED,EMP0014
198,TX20260809000198,ACC000003,2026-08-09,2026-08-09,WITHDRAWAL,MOBILE,339000,JPY,13090000,出金,,,POSTED,
199,TX20260506000199,ACC000004,2026-05-06,2026-05-06,INTEREST,MOBILE,2884.0,JPY,28843884.0,利息,,,POSTED,
200,TX20260824000200,ACC000005,2026-08-24,2026-08-25,TRANSFER_OUT,MOBILE,510000,JPY,29654016.0,振込出金,鈴木 彩,,POSTED,
201,TX20260730000201,ACC000006,2026-07-30,2026-07-31,TRANSFER_OUT,ATM,186000,JPY,52302000,振込出金,木村 健一,,POSTED,
202,TX20260324000202,ACC000007,2026-03-24,2026-03-24,CARD_PAYMENT,BRANCH,463000,JPY,52086000,カード決済,,MER0021,POSTED,EMP0016
203,TX20260311000203,ACC000008,2026-03-11,2026-03-11,FEE,ATM,110,JPY,49315890,手数料,,,POSTED,
204,TX20260415000204,ACC000009,2026-04-15,2026-04-16,TRANSFER_OUT,MOBILE,813000,JPY,59705000,振込出金,山本 彩,,POSTED,
205,TX20260515000205,ACC000010,2026-05-15,2026-05-16,TRANSFER_OUT,ONLINE,663000,JPY,57642000,振込出金,山崎 花子,,POSTED,
206,TX20260524000206,ACC000011,2026-05-24,2026-05-24,WITHDRAWAL,BRANCH,288000,JPY,41511000,出金,,,POSTED,
207,TX20260602000207,ACC000012,2026-06-02,2026-06-03,TRANSFER_OUT,BRANCH,563000,JPY,47027000,振込出金,後藤 愛,,POSTED,
208,TX20260509000208,ACC000013,2026-05-09,2026-05-09,WITHDRAWAL,ONLINE,794000,JPY,10243104.0,出金,,,POSTED,
209,TX20260901000209,ACC000014,2026-09-01,2026-09-01,DEPOSIT,BRANCH,898000,JPY,12243890,入金,,,POSTED,
210,TX20260419000210,ACC000015,2026-04-19,2026-04-20,TRANSFER_OUT,ATM,2291.96,USD,50574.55,振込出金,井上 浩二,,POSTED,
211,TX20260531000211,ACC000016,2026-05-31,2026-05-31,WITHDRAWAL,ONLINE,764000,JPY,4042000,出金,,,POSTED,
212,TX20260726000212,ACC000017,2026-07-26,2026-07-26,INTEREST,BRANCH,-21.0,JPY,-210021.0,利息,,,POSTED,
213,TX20260604000213,ACC000019,2026-06-04,2026-06-04,DEPOSIT,MOBILE,175000,JPY,11997000,入金,,,POSTED,EMP0025
214,TX20260817000214,ACC000020,2026-08-17,2026-08-17,FEE,BRANCH,220,JPY,11394780,手数料,,,POSTED,
215,TX20260615000215,ACC000021,2026-06-15,2026-06-15,FEE,ATM,330,JPY,11065670,手数料,,,POSTED,
216,TX20260715000216,ACC000022,2026-07-15,2026-07-15,TRANSFER_IN,ATM,21000,JPY,12333000,振込入金,鈴木 美咲,,POSTED,EMP0014
217,TX20260309000217,ACC000023,2026-03-09,2026-03-09,CARD_PAYMENT,MOBILE,184000,JPY,1659780,カード決済,,MER0009,POSTED,
218,TX20260808000218,ACC000024,2026-08-08,2026-08-08,INTEREST,ONLINE,2.0,USD,19035.47,利息,,,POSTED,EMP0024
219,TX20260720000219,ACC000025,2026-07-20,2026-07-20,INTEREST,MOBILE,257.0,JPY,2567147.0,利息,,,POSTED,
220,TX20260708000220,ACC000026,2026-07-08,2026-07-08,INTEREST,MOBILE,655.0,JPY,6551325.0,利息,,,POSTED,
221,TX20260723000221,ACC000027,2026-07-23,2026-07-23,FEE,ONLINE,330,JPY,6636670,手数料,,,POSTED,
222,TX20260510000222,ACC000028,2026-05-10,2026-05-10,DEPOSIT,ATM,573000,JPY,12215780,入金,,,POSTED,
223,TX20260830000223,ACC000029,2026-08-30,2026-08-30,WITHDRAWAL,MOBILE,2108.3,USD,45364.38,出金,,,POSTED,EMP0028
224,TX20260507000224,ACC000030,2026-05-07,2026-05-08,TRANSFER_OUT,ATM,151000,JPY,1153130.0,振込出金,阿部 大輔,,POSTED,EMP0010
225,TX20260504000225,ACC000031,2026-05-04,2026-05-05,TRANSFER_OUT,BRANCH,563.16,USD,5335.76,振込出金,山田 浩二,,POSTED,
226,TX20260628000226,ACC000032,2026-06-28,2026-06-28,FEE,ONLINE,220,JPY,8516780,手数料,,,POSTED,
227,TX20260606000227,ACC000033,2026-06-06,2026-06-06,TRANSFER_IN,ONLINE,192000,JPY,9063000,振込入金,山本 結衣,,POSTED,
228,TX20260530000228,ACC000034,2026-05-30,2026-05-30,WITHDRAWAL,BRANCH,781000,JPY,4480000,出金,,,POSTED,
229,TX20260706000229,ACC000035,2026-07-06,2026-07-07,TRANSFER_OUT,MOBILE,782000,JPY,2165000,振込出金,加藤 陽子,,POSTED,
230,TX20260514000230,ACC000036,2026-05-14,2026-05-15,TRANSFER_OUT,ONLINE,740000,JPY,9051000,振込出金,鈴木 裕子,,POSTED,EMP0002
231,TX20260817000231,ACC000037,2026-08-17,2026-08-17,TRANSFER_IN,MOBILE,559000,JPY,2479000,振込入金,阿部 彩,,POSTED,
232,TX20260329000232,ACC000038,2026-03-29,2026-03-29,TRANSFER_IN,MOBILE,215000,JPY,5547533.0,振込入金,阿部 陽子,,POSTED,EMP0004
233,TX20260617000233,ACC000039,2026-06-17,2026-06-17,CARD_PAYMENT,MOBILE,204.37,USD,46995.8,カード決済,,MER0021,POSTED,
234,TX20260406000234,ACC000040,2026-04-06,2026-04-06,WITHDRAWAL,ONLINE,395000,JPY,-456000,出金,,,POSTED,
235,TX20260817000235,ACC000042,2026-08-17,2026-08-18,TRANSFER_OUT,ATM,760000,JPY,1884000,振込出金,木村 陽子,,POSTED,
236,TX20260522000236,ACC000043,2026-05-22,2026-05-22,CARD_PAYMENT,MOBILE,387000,JPY,703000,カード決済,,MER0023,POSTED,
237,TX20260826000237,ACC000044,2026-08-26,2026-08-26,WITHDRAWAL,MOBILE,343000,JPY,8901924.0,出金,,,POSTED,
238,TX20260802000238,ACC000045,2026-08-02,2026-08-03,TRANSFER_OUT,ONLINE,222000,JPY,6761000,振込出金,池田 浩二,,POSTED,
239,TX20260720000239,ACC000046,2026-07-20,2026-07-20,DEPOSIT,ONLINE,835000,JPY,11270000,入金,,,POSTED,
240,TX20260517000240,ACC000047,2026-05-17,2026-05-18,TRANSFER_OUT,BRANCH,394000,JPY,5508000,振込出金,前田 裕子,,POSTED,EMP0017
241,TX20260505000241,ACC000048,2026-05-05,2026-05-05,DEPOSIT,ONLINE,406000,JPY,4264386.0,入金,,,POSTED,
242,TX20260709000242,ACC000049,2026-07-09,2026-07-09,INTEREST,ONLINE,390.0,JPY,3901780.0,利息,,,POSTED,
243,TX20260616000243,ACC000050,2026-06-16,2026-06-16,WITHDRAWAL,BRANCH,406000,JPY,65000,出金,,,POSTED,
244,TX20260626000244,ACC000051,2026-06-26,2026-06-27,TRANSFER_OUT,BRANCH,508000,JPY,9271978.0,振込出金,渡辺 さくら,,POSTED,
245,TX20260717000245,ACC000052,2026-07-17,2026-07-17,INTEREST,ONLINE,910.0,JPY,9099820.0,利息,,,POSTED,
246,TX20260511000246,ACC000053,2026-05-11,2026-05-11,DEPOSIT,BRANCH,429000,JPY,2167000,入金,,,POSTED,
247,TX20260425000247,ACC000054,2026-04-25,2026-04-25,FEE,BRANCH,550,JPY,8370450,手数料,,,POSTED,
248,TX20260730000248,ACC000055,2026-07-30,2026-07-30,FEE,MOBILE,550,USD,17624.28,手数料,,,POSTED,
249,TX20260728000249,ACC000056,2026-07-28,2026-07-28,WITHDRAWAL,ONLINE,147000,JPY,10556890,出金,,,POSTED,
250,TX20260706000250,ACC000057,2026-07-06,2026-07-06,WITHDRAWAL,MOBILE,355000,JPY,6910000,出金,,,POSTED,
251,TX20260618000251,ACC000058,2026-06-18,2026-06-18,FEE,BRANCH,550,JPY,10215450,手数料,,,POSTED,
252,TX20260312000252,ACC000059,2026-03-12,2026-03-12,WITHDRAWAL,MOBILE,269000,JPY,114000,出金,,,POSTED,
253,TX20260327000253,ACC000060,2026-03-27,2026-03-27,DEPOSIT,MOBILE,411000,JPY,10845000,入金,,,POSTED,
254,TX20260501000254,ACC000061,2026-05-01,2026-05-01,FEE,ONLINE,550,JPY,5151450,手数料,,,POSTED,
255,TX20260421000255,ACC000062,2026-04-21,2026-04-21,CARD_PAYMENT,BRANCH,324000,JPY,3829000,カード決済,,MER0027,POSTED,
256,TX20260710000256,ACC000063,2026-07-10,2026-07-11,TRANSFER_OUT,MOBILE,780000,JPY,9750000,振込出金,佐々木 裕子,,POSTED,
257,TX20260615000257,ACC000064,2026-06-15,2026-06-15,WITHDRAWAL,ONLINE,660000,JPY,4515000,出金,,,POSTED,
258,TX20260616000258,ACC000065,2026-06-16,2026-06-16,WITHDRAWAL,BRANCH,659000,JPY,1654000,出金,,,POSTED,
259,TX20260831000259,ACC000066,2026-08-31,2026-08-31,WITHDRAWAL,MOBILE,109000,JPY,9172928.0,出金,,,POSTED,
260,TX20260413000260,ACC000067,2026-04-13,2026-04-13,FEE,MOBILE,330,JPY,8859670,手数料,,,POSTED,
261,TX20260724000261,ACC000068,2026-07-24,2026-07-24,DEPOSIT,MOBILE,1334.29,USD,61163.46,入金,,,POSTED,
262,TX20260615000262,ACC000069,2026-06-15,2026-06-15,WITHDRAWAL,MOBILE,682000,JPY,-688000,出金,,,POSTED,EMP0031
263,TX20260317000263,ACC000070,2026-03-17,2026-03-17,INTEREST,ATM,650.0,JPY,6496300.0,利息,,,POSTED,
264,TX20260707000264,ACC000071,2026-07-07,2026-07-07,WITHDRAWAL,ONLINE,179000,JPY,2765890,出金,,,POSTED,
265,TX20260409000265,ACC000072,2026-04-09,2026-04-10,TRANSFER_OUT,BRANCH,328000,JPY,8684901.0,振込出金,加藤 美咲,,POSTED,
266,TX20260409000266,ACC000073,2026-04-09,2026-04-09,TRANSFER_IN,MOBILE,886000,JPY,3108000,振込入金,佐々木 陽子,,POSTED,
267,TX20260622000267,ACC000074,2026-06-22,2026-06-22,CARD_PAYMENT,ATM,796000,JPY,8480000,カード決済,,MER0003,POSTED,
268,TX20260308000268,ACC000075,2026-03-08,2026-03-08,FEE,BRANCH,220,JPY,11426780,手数料,,,POSTED,
269,TX20260429000269,ACC000076,2026-04-29,2026-04-29,CARD_PAYMENT,ONLINE,241000,JPY,1955670,カード決済,,MER0019,POSTED,
270,TX20260612000270,ACC000077,2026-06-12,2026-06-12,INTEREST,ONLINE,943.0,JPY,9432886.0,利息,,,POSTED,
271,TX20260313000271,ACC000078,2026-03-13,2026-03-13,TRANSFER_IN,ONLINE,783000,JPY,5219000,振込入金,前田 陽子,,POSTED,
272,TX20260721000272,ACC000079,2026-07-21,2026-07-21,WITHDRAWAL,ATM,612000,JPY,4203000,出金,,,POSTED,
273,TX20260812000273,ACC000080,2026-08-12,2026-08-12,FEE,MOBILE,550,JPY,4732450,手数料,,,POSTED,
274,TX20260322000274,ACC000081,2026-03-22,2026-03-22,INTEREST,ONLINE,99.0,JPY,988099.0,利息,,,POSTED,
275,TX20260427000275,ACC000082,2026-04-27,2026-04-27,WITHDRAWAL,MOBILE,266000,JPY,10417000,出金,,,POSTED,EMP0033
276,TX20260604000276,ACC000083,2026-06-04,2026-06-04,INTEREST,BRANCH,831.0,JPY,8309831.0,利息,,,POSTED,
277,TX20260518000277,ACC000084,2026-05-18,2026-05-18,DEPOSIT,ATM,380000,JPY,9604000,入金,,,POSTED,
278,TX20260419000278,ACC000085,2026-04-19,2026-04-20,TRANSFER_OUT,ONLINE,366000,JPY,1447000,振込出金,石川 美咲,,POSTED,
279,TX20260727000279,ACC000086,2026-07-27,2026-07-27,CARD_PAYMENT,MOBILE,253000,JPY,6308000,カード決済,,MER0007,POSTED,
280,TX20260305000280,ACC000087,2026-03-05,2026-03-05,WITHDRAWAL,ONLINE,572000,JPY,9192000,出金,,,POSTED,
281,TX20260312000281,ACC000088,2026-03-12,2026-03-12,WITHDRAWAL,ATM,868000,JPY,9881000,出金,,,POSTED,EMP0037
282,TX20260626000282,ACC000090,2026-06-26,2026-06-27,TRANSFER_OUT,MOBILE,541000,JPY,6878000,振込出金,前田 隆,,POSTED,
283,TX20260825000283,ACC000091,2026-08-25,2026-08-25,FEE,MOBILE,220,JPY,3170560,手数料,,,POSTED,
284,TX20260815000284,ACC000092,2026-08-15,2026-08-15,DEPOSIT,ONLINE,1991.99,USD,10333.29,入金,,,POSTED,
285,TX20260607000285,ACC000093,2026-06-07,2026-06-08,TRANSFER_OUT,ONLINE,506000,JPY,5963000,振込出金,石川 結衣,,POSTED,
286,TX20260721000286,ACC000094,2026-07-21,2026-07-21,WITHDRAWAL,ONLINE,486000,JPY,5974450,出金,,,POSTED,
287,TX20260515000287,ACC000095,2026-05-15,2026-05-15,FEE,ATM,550,JPY,4453895.0,手数料,,,POSTED,
288,TX20260704000288,ACC000096,2026-07-04,2026-07-04,TRANSFER_IN,MOBILE,2988.71,USD,21465.28,振込入金,橋本 大輔,,POSTED,
289,TX20260629000289,ACC000097,2026-06-29,2026-06-29,TRANSFER_IN,ONLINE,781000,JPY,1943000,振込入金,渡辺 美咲,,POSTED,EMP0015
290,TX20260430000290,ACC000098,2026-04-30,2026-04-30,FEE,MOBILE,220,JPY,3642780,手数料,,,POSTED,
291,TX20260802000291,ACC000099,2026-08-02,2026-08-02,WITHDRAWAL,ONLINE,740000,JPY,7524000,出金,,,POSTED,
292,TX20260825000292,ACC000100,2026-08-25,2026-08-26,TRANSFER_OUT,MOBILE,718000,JPY,4174000,振込出金,伊藤 拓也,,POSTED,
293,TX20260615000293,ACC000101,2026-06-15,2026-06-16,TRANSFER_OUT,ATM,116000,JPY,307042.0,振込出金,佐藤 結衣,,POSTED,
294,TX20260813000294,ACC000102,2026-08-13,2026-08-13,DEPOSIT,ONLINE,864000,JPY,6033000,入金,,,POSTED,
295,TX20260413000295,ACC000103,2026-04-13,2026-04-13,FEE,BRANCH,220,USD,10397.26,手数料,,,POSTED,
296,TX20260827000296,ACC000104,2026-08-27,2026-08-27,WITHDRAWAL,ONLINE,416000,JPY,6476000,出金,,,POSTED,
297,TX20260402000297,ACC000105,2026-04-02,2026-04-02,INTEREST,ONLINE,539.0,JPY,5389539.0,利息,,,POSTED,EMP0029
298,TX20260316000298,ACC000106,2026-03-16,2026-03-16,WITHDRAWAL,ONLINE,2350.69,USD,13004.69,出金,,,POSTED,
299,TX20260709000299,ACC000107,2026-07-09,2026-07-09,FEE,MOBILE,220,JPY,3312780,手数料,,,POSTED,
300,TX20260812000300,ACC000108,2026-08-12,2026-08-12,INTEREST,MOBILE,672.0,JPY,6722672.0,利息,,,POSTED,
301,TX20260630000301,ACC000109,2026-06-30,2026-06-30,DEPOSIT,ONLINE,27000,JPY,9413000,入金,,,POSTED,EMP0018
302,TX20260831000302,ACC000110,2026-08-31,2026-08-31,INTEREST,ONLINE,231.0,JPY,2311231.0,利息,,,POSTED,
303,TX20260331000303,ACC000111,2026-03-31,2026-03-31,WITHDRAWAL,BRANCH,589000,JPY,7773000,出金,,,POSTED,EMP0013
304,TX20260517000304,ACC000113,2026-05-17,2026-05-17,CARD_PAYMENT,ONLINE,846000,JPY,10675000,カード決済,,MER0009,POSTED,EMP0020
305,TX20260608000305,ACC000114,2026-06-08,2026-06-08,DEPOSIT,BRANCH,14000,JPY,1022000,入金,,,POSTED,
306,TX20260310000306,ACC000115,2026-03-10,2026-03-10,FEE,MOBILE,110,JPY,11079890,手数料,,,POSTED,
307,TX20260430000307,ACC000116,2026-04-30,2026-04-30,INTEREST,ONLINE,317.0,JPY,3169317.0,利息,,,POSTED,
308,TX20260526000308,ACC000117,2026-05-26,2026-05-27,TRANSFER_OUT,ONLINE,384000,JPY,5043543.0,振込出金,山田 結衣,,POSTED,
309,TX20260420000309,ACC000118,2026-04-20,2026-04-20,DEPOSIT,ONLINE,198000,JPY,8298890,入金,,,POSTED,
310,TX20260324000310,ACC000119,2026-03-24,2026-03-24,CARD_PAYMENT,MOBILE,456000,JPY,3870670,カード決済,,MER0015,POSTED,EMP0040
311,TX20260721000311,ACC000120,2026-07-21,2026-07-21,DEPOSIT,ONLINE,431000,JPY,895000,入金,,,POSTED,EMP0037
312,TX20260801000312,ACC000121,2026-08-01,2026-08-01,INTEREST,ONLINE,6601.0,JPY,66014601.0,利息,,,POSTED,EMP0031
313,TX20260606000313,ACC000122,2026-06-06,2026-06-06,WITHDRAWAL,BRANCH,601000,JPY,46189000,出金,,,POSTED,
314,TX20260417000314,ACC000123,2026-04-17,2026-04-17,CARD_PAYMENT,ONLINE,124000,JPY,19396000,カード決済,,MER0013,POSTED,
315,TX20260402000315,ACC000124,2026-04-02,2026-04-02,CARD_PAYMENT,MOBILE,893000,JPY,35976000,カード決済,,MER0023,POSTED,
316,TX20260420000316,ACC000125,2026-04-20,2026-04-20,WITHDRAWAL,MOBILE,136000,JPY,56631676.0,出金,,,POSTED,
317,TX20260807000317,ACC000126,2026-08-07,2026-08-07,CARD_PAYMENT,ONLINE,678000,JPY,34314000,カード決済,,MER0021,POSTED,
318,TX20260521000318,ACC000127,2026-05-21,2026-05-21,TRANSFER_IN,MOBILE,460000,JPY,28490000,振込入金,井上 彩,,POSTED,
319,TX20260528000319,ACC000128,2026-05-28,2026-05-29,TRANSFER_OUT,BRANCH,240000,JPY,75571000,振込出金,松本 由美,,POSTED,
320,TX20260516000320,ACC000129,2026-05-16,2026-05-16,TRANSFER_IN,MOBILE,356000,JPY,71273000,振込入金,渡辺 美咲,,POSTED,
321,TX20260810000321,ACC000130,2026-08-10,2026-08-10,INTEREST,ONLINE,682.0,JPY,6818682.0,利息,,,POSTED,EMP0034
322,TX20260310000322,ACC000131,2026-03-10,2026-03-10,TRANSFER_IN,ONLINE,488000,JPY,59998670,振込入金,山崎 美咲,,POSTED,
323,TX20260619000323,ACC000132,2026-06-19,2026-06-19,FEE,MOBILE,110,JPY,1814890,手数料,,,POSTED,
324,TX20260831000324,ACC000133,2026-08-31,2026-08-31,INTEREST,BRANCH,242.0,JPY,2417242.0,利息,,,POSTED,
325,TX20260305000325,ACC000134,2026-03-05,2026-03-05,FEE,ATM,550,JPY,2144450,手数料,,,POSTED,
326,TX20260824000326,ACC000135,2026-08-24,2026-08-24,INTEREST,ONLINE,616.0,JPY,6164616.0,利息,,,POSTED,EMP0038
327,TX20260510000327,ACC000136,2026-05-10,2026-05-10,CARD_PAYMENT,ATM,467000,JPY,9545001.0,カード決済,,MER0008,POSTED,EMP0030
328,TX20260607000328,ACC000137,2026-06-07,2026-06-08,TRANSFER_OUT,ONLINE,74000,JPY,1086000,振込出金,山田 さくら,,POSTED,
329,TX20260806000329,ACC000138,2026-08-06,2026-08-06,TRANSFER_IN,BRANCH,249000,JPY,2870450,振込入金,佐藤 結衣,,POSTED,
330,TX20260324000330,ACC000139,2026-03-24,2026-03-24,DEPOSIT,ATM,914.53,USD,672.72,入金,,,POSTED,
331,TX20260609000331,ACC000140,2026-06-09,2026-06-09,TRANSFER_IN,BRANCH,311000,JPY,4571000,振込入金,阿部 翔,,POSTED,
332,TX20260407000332,ACC000141,2026-04-07,2026-04-08,TRANSFER_OUT,MOBILE,633000,JPY,5682000,振込出金,吉田 浩二,,POSTED,EMP0018
333,TX20260503000333,ACC000142,2026-05-03,2026-05-03,CARD_PAYMENT,ONLINE,54000,JPY,4054000,カード決済,,MER0004,POSTED,
334,TX20260619000334,ACC000143,2026-06-19,2026-06-19,INTEREST,BRANCH,943.0,JPY,9426613.0,利息,,,POSTED,
335,TX20260426000335,ACC000144,2026-04-26,2026-04-27,TRANSFER_OUT,MOBILE,345000,JPY,2161780,振込出金,山田 恵子,,POSTED,
336,TX20260820000336,ACC000145,2026-08-20,2026-08-20,TRANSFER_IN,ATM,625000,JPY,6699000,振込入金,伊藤 さくら,,POSTED,EMP0023
337,TX20260808000337,ACC000146,2026-08-08,2026-08-08,INTEREST,MOBILE,1150.0,JPY,11503600.0,利息,,,POSTED,EMP0001
338,TX20260704000338,ACC000147,2026-07-04,2026-07-04,DEPOSIT,ONLINE,330000,JPY,6093670,入金,,,POSTED,
339,TX20260531000339,ACC000148,2026-05-31,2026-06-01,TRANSFER_OUT,BRANCH,507000,JPY,10496000,振込出金,吉田 裕子,,POSTED,
340,TX20260327000340,ACC000149,2026-03-27,2026-03-28,TRANSFER_OUT,ATM,389000,JPY,4557495.0,振込出金,伊藤 陽子,,POSTED,
341,TX20260516000341,ACC000150,2026-05-16,2026-05-16,CARD_PAYMENT,ATM,64000,JPY,2027209.0,カード決済,,MER0002,POSTED,
342,TX20260709000342,ACC000151,2026-07-09,2026-07-09,TRANSFER_IN,MOBILE,233000,JPY,7231890,振込入金,清水 さくら,,POSTED,
343,TX20260608000343,ACC000152,2026-06-08,2026-06-08,TRANSFER_IN,ONLINE,506000,JPY,8183000,振込入金,森 浩二,,POSTED,
344,TX20260815000344,ACC000153,2026-08-15,2026-08-15,DEPOSIT,ONLINE,472000,JPY,9867000,入金,,,POSTED,EMP0034
345,TX20260704000345,ACC000154,2026-07-04,2026-07-04,INTEREST,BRANCH,535.0,JPY,5353315.0,利息,,,POSTED,
346,TX20260715000346,ACC000155,2026-07-15,2026-07-15,CARD_PAYMENT,BRANCH,141000,JPY,5165000,カード決済,,MER0024,POSTED,
347,TX20260416000347,ACC000156,2026-04-16,2026-04-16,WITHDRAWAL,ATM,504000,JPY,8004000,出金,,,POSTED,
348,TX20260528000348,ACC000157,2026-05-28,2026-05-28,CARD_PAYMENT,MOBILE,393000,JPY,3184000,カード決済,,MER0011,POSTED,EMP0029
349,TX20260525000349,ACC000158,2026-05-25,2026-05-25,DEPOSIT,MOBILE,460000,JPY,2149000,入金,,,POSTED,
350,TX20260629000350,ACC000159,2026-06-29,2026-06-29,TRANSFER_IN,ATM,840000,JPY,10437000,振込入金,井上 彩,,POSTED,
351,TX20260424000351,ACC000160,2026-04-24,2026-04-24,WITHDRAWAL,MOBILE,2060.51,USD,572.91,出金,,,POSTED,
352,TX20260515000352,ACC000161,2026-05-15,2026-05-15,INTEREST,ONLINE,201.0,JPY,2007402.0,利息,,,POSTED,
353,TX20260318000353,ACC000162,2026-03-18,2026-03-18,CARD_PAYMENT,MOBILE,498000,JPY,10120000,カード決済,,MER0002,POSTED,
354,TX20260830000354,ACC000163,2026-08-30,2026-08-30,TRANSFER_IN,MOBILE,186000,JPY,2386220.0,振込入金,阿部 拓也,,POSTED,
355,TX20260609000355,ACC000164,2026-06-09,2026-06-09,WITHDRAWAL,ONLINE,371000,JPY,11426670,出金,,,POSTED,
356,TX20260420000356,ACC000165,2026-04-20,2026-04-20,WITHDRAWAL,ONLINE,254000,JPY,8377000,出金,,,POSTED,
357,TX20260602000357,ACC000166,2026-06-02,2026-06-02,CARD_PAYMENT,ONLINE,848000,JPY,4444000,カード決済,,MER0004,POSTED,
358,TX20260621000358,ACC000167,2026-06-21,2026-06-21,TRANSFER_IN,ONLINE,502000,JPY,10269000,振込入金,木村 拓也,,POSTED,
359,TX20260823000359,ACC000168,2026-08-23,2026-08-23,INTEREST,MOBILE,216.0,JPY,2161216.0,利息,,,POSTED,
360,TX20260830000360,ACC000169,2026-08-30,2026-08-31,TRANSFER_OUT,BRANCH,760000,JPY,4119000,振込出金,小川 健一,,POSTED,EMP0011
361,TX20260313000361,ACC000170,2026-03-13,2026-03-13,DEPOSIT,BRANCH,2334.06,USD,29205.85,入金,,,POSTED,
362,TX20260715000362,ACC000171,2026-07-15,2026-07-15,TRANSFER_IN,BRANCH,178000,JPY,10300000,振込入金,加藤 さくら,,POSTED,
363,TX20260816000363,ACC000172,2026-08-16,2026-08-16,WITHDRAWAL,ATM,849000,JPY,3829000,出金,,,POSTED,
364,TX20260630000364,ACC000173,2026-06-30,2026-06-30,WITHDRAWAL,ATM,223000,JPY,2195670,出金,,,POSTED,
365,TX20260825000365,ACC000174,2026-08-25,2026-08-25,INTEREST,ONLINE,2.0,USD,17810.93,利息,,,POSTED,
366,TX20260630000366,ACC000175,2026-06-30,2026-06-30,CARD_PAYMENT,MOBILE,321000,JPY,1571000,カード決済,,MER0025,POSTED,
367,TX20260507000367,ACC000176,2026-05-07,2026-05-07,TRANSFER_IN,ONLINE,611000,JPY,3070890,振込入金,森 結衣,,POSTED,EMP0028
368,TX20260306000368,ACC000178,2026-03-06,2026-03-06,FEE,BRANCH,330,JPY,3970670,手数料,,,POSTED,
369,TX20260411000369,ACC000179,2026-04-11,2026-04-11,DEPOSIT,BRANCH,168000,JPY,4160399.0,入金,,,POSTED,EMP0012
370,TX20260819000370,ACC000180,2026-08-19,2026-08-19,WITHDRAWAL,MOBILE,632000,JPY,2152780,出金,,,POSTED,EMP0012
371,TX20260829000371,ACC000181,2026-08-29,2026-08-29,CARD_PAYMENT,MOBILE,779000,JPY,-689000,カード決済,,MER0015,POSTED,
372,TX20260505000372,ACC000182,2026-05-05,2026-05-06,TRANSFER_OUT,MOBILE,822000,JPY,10456000,振込出金,森 誠,,POSTED,EMP0020
373,TX20260901000373,ACC000183,2026-09-01,2026-09-01,DEPOSIT,MOBILE,386000,JPY,8566000,入金,,,POSTED,EMP0038
374,TX20260806000374,ACC000184,2026-08-06,2026-08-06,CARD_PAYMENT,ONLINE,48000,JPY,175000,カード決済,,MER0017,POSTED,
375,TX20260526000375,ACC000185,2026-05-26,2026-05-26,TRANSFER_IN,BRANCH,33000,JPY,7235000,振込入金,高橋 翔,,POSTED,EMP0010
376,TX20260613000376,ACC000186,2026-06-13,2026-06-13,TRANSFER_IN,BRANCH,352000,JPY,262000,振込入金,斎藤 結衣,,POSTED,
377,TX20260624000377,ACC000187,2026-06-24,2026-06-24,DEPOSIT,ONLINE,506000,JPY,4872437.0,入金,,,POSTED,
378,TX20260819000378,ACC000188,2026-08-19,2026-08-19,TRANSFER_IN,BRANCH,209000,JPY,9284450,振込入金,松本 裕子,,POSTED,
379,TX20260325000379,ACC000189,2026-03-25,2026-03-25,DEPOSIT,BRANCH,691000,JPY,5299000,入金,,,POSTED,
380,TX20260415000380,ACC000190,2026-04-15,2026-04-15,FEE,MOBILE,220,JPY,5183230,手数料,,,POSTED,
381,TX20260621000381,ACC000191,2026-06-21,2026-06-21,INTEREST,BRANCH,477.0,JPY,4773477.0,利息,,,POSTED,
382,TX20260602000382,ACC000192,2026-06-02,2026-06-02,TRANSFER_IN,BRANCH,420000,JPY,10116000,振込入金,田中 花子,,POSTED,
383,TX20260709000383,ACC000193,2026-07-09,2026-07-09,WITHDRAWAL,ONLINE,2394.76,USD,53432.76,出金,,,POSTED,
384,TX20260829000384,ACC000194,2026-08-29,2026-08-29,INTEREST,ONLINE,255.0,JPY,2551510.0,利息,,,POSTED,
385,TX20260429000385,ACC000195,2026-04-29,2026-04-29,FEE,ATM,330,JPY,9407611.0,手数料,,,POSTED,
386,TX20260326000386,ACC000196,2026-03-26,2026-03-26,FEE,BRANCH,330,JPY,3619670,手数料,,,POSTED,
387,TX20260409000387,ACC000197,2026-04-09,2026-04-09,CARD_PAYMENT,MOBILE,2216.79,USD,44846.7,カード決済,,MER0030,POSTED,EMP0016
