REPAYMENT_ID,LOAN_ID,INSTALLMENT_NO,DUE_DATE,PRINCIPAL_DUE,INTEREST_DUE,TOTAL_DUE,PAID_DATE,PAID_AMOUNT,STATUS
288,LOAN00058,3,2016-01-27,94772.0,142190.0,236962.0,2016-01-27,236962.0,PAID
289,LOAN00058,4,2016-02-27,94772.0,142190.0,236962.0,2016-02-27,236962.0,PAID
290,LOAN00058,5,2016-03-27,94772.0,142190.0,236962.0,2016-03-27,236962.0,PAID
291,LOAN00059,1,2019-06-27,33177.0,73438.0,106615.0,2019-06-27,106615.0,PAID
292,LOAN00059,2,2019-07-27,33177.0,73438.0,106615.0,2019-07-27,106615.0,PAID
293,LOAN00059,3,2019-08-27,33177.0,73438.0,106615.0,2019-08-27,106615.0,PAID
294,LOAN00059,4,2019-09-27,33177.0,73438.0,106615.0,2019-09-27,106615.0,PAID
295,LOAN00059,5,2019-10-27,33177.0,73438.0,106615.0,2019-10-27,106615.0,PAID
296,LOAN00060,1,2025-08-27,2082.0,1738.0,3820.0,2025-08-27,3820.0,PAID
297,LOAN00060,2,2025-09-27,2082.0,1738.0,3820.0,2025-09-27,3820.0,PAID
298,LOAN00060,3,2025-10-27,2082.0,1738.0,3820.0,2025-10-27,3820.0,PAID
299,LOAN00060,4,2025-11-27,2082.0,1738.0,3820.0,2025-11-27,3820.0,PAID
300,LOAN00060,5,2025-12-27,2082.0,1738.0,3820.0,2025-12-27,3820.0,PAID
